0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
0,0,0,0,0,0,0,0.081396,0.485982,0.500346,0.521892,0.749322,2.121084,1.934352,1.826622,1.498644,1.043784,0.485982,0.002394,0,0,0,0,0
0,0,0,0,0,0,0,0.105336,0.627228,1.180242,1.656648,1.996596,2.164176,2.135448,1.893654,1.553706,1.050966,0.49077,0.002394,0,0,0,0,0
0,0,0,0,0,0,0,0.110124,0.632016,1.187424,1.666224,2.006172,2.173752,2.149812,1.936746,1.560888,1.055754,0.495558,0.002394,0,0,0,0,0
0,0,0,0,0,0,0,0.114912,0.639198,1.197,1.673406,2.015748,2.180934,2.156994,1.934352,1.565676,1.062936,0.500346,0.004788,0,0,0,0,0
0,0,0,0,0,0,0,0.117306,0.64638,1.204182,1.682982,2.02293,2.19051,2.152206,1.908018,1.572858,1.055754,0.505134,0.004788,0,0,0,0,0
0,0,0,0,0,0,0,0.122094,0.653562,1.211364,1.690164,2.032506,2.197692,2.173752,1.955898,1.58004,1.074906,0.509922,0.004788,0,0,0,0,0
0,0,0,0,0,0,0,0.126882,0.660744,1.22094,1.69974,2.042082,2.207268,2.183328,1.967868,1.587222,1.079694,0.51471,0.004788,0,0,0,0,0
0,0,0,0,0,0,0,0.134064,0.667926,1.22094,1.709316,2.04687,2.21445,2.183328,1.97505,1.594404,1.060542,0.519498,0.004788,0,0,0,0,0
0,0,0,0,0,0,0,0.138852,0.665532,1.230516,1.716498,2.05884,2.224026,2.197692,1.984626,1.601586,1.091664,0.524286,0.004788,0,0,0,0,0
0,0,0,0,0,0,0,0.14364,0.65835,1.240092,1.726074,2.068416,2.233602,2.207268,1.991808,1.606374,1.096452,0.52668,0.004788,0,0,0,0,0
0,0,0,0,0,0,0,0.148428,0.691866,1.254456,1.73565,2.075598,2.240784,2.21445,1.99899,1.613556,1.103634,0.531468,0.004788,0,0,0,0,0
0,0,0,0,0,0,0,0.153216,0.699048,1.261638,1.742832,2.085174,2.25036,2.221632,2.003778,1.618344,1.108422,0.536256,0.007182,0,0,0,0,0
0,0,0,0,0,0,0,0.160398,0.701442,1.271214,1.752408,2.092356,2.257542,2.231208,2.01096,1.625526,1.11321,0.541044,0.007182,0,0,0,0,0
0,0,0,0,0,0,0,0.153216,0.689472,1.249668,1.728468,2.068416,2.233602,2.204874,1.984626,1.589616,1.091664,0.524286,0.02394,0,0,0,0,0
0,0,0,0,0,0,0,0.150822,0.687078,1.259244,1.738044,2.077992,2.240784,2.212056,1.991808,1.596798,1.091664,0.529074,0.026334,0,0,0,0,0
0,0,0,0,0,0,0,0.16758,0.70623,1.266426,1.745226,2.073204,2.216844,2.185722,1.908018,1.577646,1.072512,0.50274,0.021546,0,0,0,0,0
0,0,0,0,0,0,0,0.165186,0.70623,1.26882,1.733256,2.07081,2.22642,2.195298,1.97505,1.570464,1.06533,0.507528,0.02394,0,0,0,0,0
0,0,0,0,0,0,0,0.174762,0.691866,1.242486,1.718892,2.044476,2.197692,2.16657,1.955898,1.563282,1.055754,0.500346,0.026334,0,0,0,0,0
0,0,0,0,0,0,0,0.181944,0.713412,1.266426,1.754802,2.089962,2.235996,2.159388,1.989414,1.62792,1.08927,0.517104,0.028728,0,0,0,0,0
0,0,0,0,0,0,0,0.189126,0.711018,1.287972,1.764378,2.111508,2.276694,2.243178,1.970262,1.61595,1.094058,0.533862,0.031122,0,0,0,0,0
0,0,0,0,0,0,0,0.198702,0.732564,1.297548,1.773954,2.109114,2.26233,2.228814,1.989414,1.608768,1.098846,0.53865,0.033516,0,0,0,0,0
0,0,0,0,0,0,0,0.196308,0.74214,1.307124,1.7955,2.11869,2.283876,2.247966,2.0349,1.642284,1.12518,0.553014,0.04788,0,0,0,0,0
0,0,0,0,0,0,0,0.210672,0.763686,1.3167,1.7955,2.116296,2.279088,2.245572,2.039688,1.647072,1.120392,0.545832,0.040698,0,0,0,0,0
0,0,0,0,0,0,0,0.217854,0.773262,1.335852,1.814652,2.149812,2.31021,2.271906,2.04687,1.65186,1.134756,0.560196,0.043092,0,0,0,0,0
0,0,0,0,0,0,0,0.220248,0.773262,1.338246,1.802682,2.159388,2.317392,2.279088,2.051658,1.656648,1.13715,0.56259,0.045486,0,0,0,0,0
0,0,0,0,0,0,0,0.232218,0.79002,1.347822,1.824228,2.145024,2.32218,2.28627,1.982232,1.661436,1.134756,0.557802,0.050274,0,0,0,0,0
0,0,0,0,0,0,0,0.21546,0.768474,1.362186,1.840986,2.173752,2.329362,2.291058,2.054052,1.654254,1.144332,0.56259,0.062244,0,0,0,0,0
0,0,0,0,0,0,0,0.244188,0.806778,1.371762,1.848168,2.180934,2.336544,2.295846,2.066022,1.668618,1.14912,0.569772,0.055062,0,0,0,0,0
0,0,0,0,0,0,0,0.25137,0.81396,1.378944,1.857744,2.19051,2.343726,2.303028,2.07081,1.673406,1.151514,0.572166,0.057456,0,0,0,0,0
0,0,0,0,0,0,0,0.258552,0.823536,1.386126,1.848168,2.188116,2.348514,2.307816,2.075598,1.6758,1.153908,0.576954,0.062244,0,0,0,0,0
0,0,0,0,0,0,0,0.265734,0.830718,1.395702,1.872108,2.204874,2.355696,2.312604,2.030112,1.680588,1.151514,0.57456,0.064638,0,0,0,0,0
0,0,0,0,0,0,0,0.272916,0.734958,1.355004,1.87929,2.212056,2.362878,2.317392,2.0349,1.682982,1.156302,0.576954,0.067032,0,0,0,0,0
0,0,0,0,0,0,0,0.280098,0.847476,1.41246,1.886472,2.216844,2.360484,2.279088,2.087568,1.68777,1.163484,0.584136,0.07182,0,0,0,0,0
0,0,0,0,0,0,0,0.28728,0.857052,1.422036,1.896048,2.224026,2.374848,2.326968,2.092356,1.690164,1.165878,0.58653,0.074214,0,0,0,0,0
0,0,0,0,0,0,0,0.294462,0.864234,1.429218,1.90323,2.228814,2.379636,2.331756,2.092356,1.692558,1.168272,0.588924,0.074214,0,0,0,0,0
0,0,0,0,0,0,0,0.284886,0.87381,1.438794,1.910412,2.23839,2.374848,2.326968,2.099538,1.505826,1.08927,0.588924,0.076608,0,0,0,0,0
0,0,0,0,0,0,0,0.306432,0.82593,1.441188,1.917594,2.243178,2.37006,2.319786,2.104326,1.692558,1.17306,0.591318,0.076608,0,0,0,0,0
0,0,0,0,0,0,0,0.316008,0.876204,1.438794,1.905624,2.164176,2.31021,2.26233,2.080386,1.694952,1.16109,0.593712,0.079002,0,0,0,0,0
0,0,0,0,0,0,0,0.32319,0.89775,1.46034,1.931958,2.255148,2.401182,2.350908,2.109114,1.704528,1.177848,0.596106,0.081396,0,0,0,0,0
0,0,0,0,0,0,0,0.330372,0.904932,1.469916,1.93914,2.26233,2.398788,2.348514,2.111508,1.706922,1.180242,0.5985,0.081396,0,0,0,0,0
0,0,0,0,0,0,0,0.332766,0.914508,1.477098,1.943928,2.259936,2.410758,2.35809,2.116296,1.704528,1.182636,0.588924,0.081396,0,0,0,0,0
0,0,0,0,0,0,0,0.34713,0.92169,1.48428,1.95111,2.2743,2.413152,2.360484,2.11869,1.71171,1.18503,0.603288,0.08379,0,0,0,0,0
0,0,0,0,0,0,0,0.351918,0.89775,1.457946,1.946322,2.279088,2.415546,2.360484,2.121084,1.709316,1.187424,0.603288,0.086184,0,0,0,0,0
0,0,0,0,0,0,0,0.361494,0.936054,1.498644,1.965474,2.283876,2.422728,2.367666,2.123478,1.69974,1.187424,0.584136,0.088578,0,0,0,0,0
0,0,0,0,0,0,0,0.342342,0.902538,1.455552,1.917594,2.221632,2.34612,2.291058,2.068416,1.66383,1.141938,0.572166,0.076608,0,0,0,0,0
0,0,0,0,0,0,0,0.31122,0.869022,1.362186,1.788318,2.1546,2.338938,2.281482,2.020536,1.601586,1.141938,0.557802,0.05985,0,0,0,0,0
0,0,0,0,0,0,0,0.354312,0.914508,1.457946,1.910412,2.243178,2.377242,2.319786,2.075598,1.668618,1.146726,0.576954,0.081396,0,0,0,0,0
0,0,0,0,0,0,0,0.363888,0.92169,1.474704,1.934352,2.247966,2.38203,2.32218,2.075598,1.671012,1.146726,0.57456,0.074214,0,0,0,0,0
0,0,0,0,0,0,0,0.3591,0.907326,1.46034,1.934352,2.231208,2.374848,2.314998,2.077992,1.671012,1.146726,0.576954,0.08379,0,0,0,0,0
0,0,0,0,0,0,0,0.368676,0.866628,1.457946,1.905624,2.21445,2.367666,2.307816,2.068416,1.661436,1.14912,0.579348,0.079002,0,0,0,0,0
0,0,0,0,0,0,0.002394,0.375858,0.94563,1.493856,1.95111,2.259936,2.391606,2.329362,2.08278,1.673406,1.151514,0.584136,0.086184,0,0,0,0,0
0,0,0,0,0,0,0.004788,0.390222,0.952812,1.501038,1.955898,2.264724,2.394,2.331756,2.08278,1.66383,1.153908,0.584136,0.088578,0,0,0,0,0
0,0,0,0,0,0,0.007182,0.397404,0.959994,1.505826,1.960686,2.267118,2.396394,2.33415,2.085174,1.6758,1.153908,0.58653,0.086184,0,0,0,0,0
0,0,0,0,0,0,0.009576,0.402192,0.964782,1.513008,1.965474,2.271906,2.398788,2.336544,2.085174,1.678194,1.156302,0.58653,0.090972,0,0,0,0,0
0,0,0,0,0,0,0.01197,0.409374,0.971964,1.517796,1.970262,2.2743,2.401182,2.336544,2.087568,1.666224,1.156302,0.588924,0.093366,0,0,0,0,0
0,0,0,0,0,0,0.014364,0.416556,0.979146,1.522584,1.972656,2.279088,2.403576,2.338938,2.087568,1.680588,1.158696,0.256158,0.093366,0,0,0,0,0
0,0,0,0,0,0,0.014364,0.421344,0.983934,1.529766,1.977444,2.281482,2.40597,2.338938,2.089962,1.680588,1.158696,0.591318,0.09576,0,0,0,0,0
0,0,0,0,0,0,0.016758,0.428526,0.991116,1.534554,1.982232,2.283876,2.408364,2.341332,2.089962,1.680588,1.16109,0.593712,0.098154,0,0,0,0,0
0,0,0,0,0,0,0.002394,0.433314,0.995904,1.479492,1.98702,2.2743,2.38203,2.314998,2.092356,1.682982,1.16109,0.596106,0.098154,0,0,0,0,0
0,0,0,0,0,0,0.002394,0.354312,0.940842,1.47231,1.546524,2.077992,2.264724,2.200086,1.410066,1.168272,0.79002,0.440496,0.038304,0,0,0,0,0
0,0,0,0,0,0,0.009576,0.349524,0.974358,1.539342,1.98702,1.884078,2.195298,2.13066,2.08278,1.682982,1.163484,0.5985,0.100548,0,0,0,0,0
0,0,0,0,0,0,0.004788,0.450072,1.012662,1.553706,1.989414,2.293452,2.410758,2.341332,2.092356,1.685376,1.058148,0.588924,0.067032,0,0,0,0,0
0,0,0,0,0,0,0.009576,0.457254,0.749322,1.501038,1.896048,2.28627,1.778742,1.726074,0.421344,1.098846,0.902538,0.411768,0.031122,0,0,0,0,0
0,0,0,0,0,0,0.007182,0.462042,1.024632,1.553706,2.003778,2.29824,2.41794,2.34612,1.80747,1.587222,1.156302,0.593712,0.105336,0,0,0,0,0
0,0,0,0,0,0,0.01197,0.46683,1.02942,1.565676,2.006172,2.300634,2.41794,2.34612,2.09475,1.685376,1.168272,0.603288,0.10773,0,0,0,0,0
0,0,0,0,0,0,0.014364,0.40698,0.99351,1.570464,2.008566,2.303028,2.420334,2.348514,2.09475,1.685376,1.168272,0.605682,0.110124,0,0,0,0,0
0,0,0,0,0,0,0.007182,0.4788,1.038996,1.572858,2.01096,2.303028,2.420334,2.348514,2.09475,1.68777,1.168272,0.608076,0.110124,0,0,0,0,0
0,0,0,0,0,0,0.019152,0.483588,1.043784,1.577646,2.013354,2.305422,2.420334,2.348514,2.09475,1.68777,1.170666,0.608076,0.112518,0,0,0,0,0
0,0,0,0,0,0,0.021546,0.349524,1.046178,1.58004,2.015748,2.307816,2.420334,2.348514,2.09475,1.6758,1.170666,0.61047,0.114912,0,0,0,0,0
0,0,0,0,0,0,0.02394,0.493164,1.050966,1.582434,2.018142,2.307816,2.422728,2.348514,2.09475,1.68777,1.170666,0.612864,0.114912,0,0,0,0,0
0,0,0,0,0,0,0.026334,0.497952,1.05336,1.570464,2.006172,2.28627,2.41794,2.343726,2.085174,1.678194,1.151514,0.605682,0.117306,0,0,0,0,0
0,0,0,0,0,0,0.02394,0.50274,1.058148,1.563282,2.008566,2.276694,2.394,2.32218,2.073204,1.678194,1.163484,0.596106,0.1197,0,0,0,0,0
0,0,0,0,0,0,0.026334,0.471618,0.988722,1.541736,1.97505,2.252754,2.37006,2.29824,2.073204,1.678194,1.153908,0.58653,0.117306,0,0,0,0,0
0,0,0,0,0,0,0.028728,0.46683,1.019844,1.570464,2.001384,2.267118,2.372454,2.29824,2.037294,1.666224,1.153908,0.588924,0.1197,0,0,0,0,0
0,0,0,0,0,0,0.045486,0.426132,0.976752,1.548918,1.972656,2.255148,2.365272,2.291058,2.039688,1.63989,1.134756,0.591318,0.10773,0,0,0,0,0
0,0,0,0,0,0,0.04788,0.493164,1.034208,1.551312,1.97505,2.255148,2.365272,2.291058,2.039688,1.63989,1.13715,0.593712,0.110124,0,0,0,0,0
0,0,0,0,0,0,0.045486,0.469224,1.036602,1.553706,1.97505,2.255148,2.365272,2.288664,2.039688,1.63989,1.13715,0.572166,0.112518,0,0,0,0,0
0,0,0,0,0,0,0.055062,0.474012,1.015056,1.5561,1.972656,2.183328,2.32218,2.243178,2.039688,1.546524,1.072512,0.584136,0.114912,0,0,0,0,0
0,0,0,0,0,0,0.05985,0.46683,0.955206,1.558494,1.977444,2.255148,2.362878,2.288664,2.039688,1.63989,1.139544,0.5985,0.1197,0,0,0,0,0
0,0,0,0,0,0,0.062244,0.495558,1.046178,1.558494,1.977444,2.255148,2.362878,2.288664,2.039688,1.642284,1.139544,0.600894,0.122094,0,0,0,0,0
0,0,0,0,0,0,0.057456,0.476406,1.048572,1.42443,1.979838,2.255148,2.362878,2.28627,2.037294,1.642284,1.141938,0.600894,0.124488,0,0,0,0,0
0,0,0,0,0,0,0.062244,0.512316,1.050966,1.560888,1.979838,2.255148,2.362878,2.28627,2.037294,1.642284,1.141938,0.603288,0.117306,0,0,0,0,0
0,0,0,0,0,0,0.069426,0.517104,1.05336,1.563282,1.979838,2.255148,2.360484,2.28627,2.037294,1.642284,1.144332,0.605682,0.129276,0,0,0,0,0
0,0,0,0,0,0,0.07182,0.519498,1.055754,1.563282,1.979838,2.255148,2.360484,2.28627,2.025324,1.623132,1.139544,0.57456,0.122094,0,0,0,0,0
0,0,0,0,0,0,0.064638,0.500346,0.94563,1.417248,1.752408,2.001384,2.331756,2.25036,2.037294,1.623132,1.082088,0.564984,0.117306,0,0,0,0,0
0,0,0,0,0,0,0.067032,0.390222,0.842688,1.235304,1.72368,1.912806,2.209662,2.133054,1.96308,1.49625,0.938448,0.409374,0.076608,0,0,0,0,0
0,0,0,0,0,0,0.062244,0.414162,0.68229,1.29276,1.838592,2.207268,2.195298,2.11869,2.0349,1.642284,1.144332,0.593712,0.122094,0,0,0,0,0
0,0,0,0,0,0,0.057456,0.385434,0.53865,1.127574,1.917594,2.243178,2.341332,2.26233,1.910412,1.498644,0.98154,0.52668,0.074214,0,0,0,0,0
0,0,0,0,0,0,0.081396,0.4788,0.914508,1.529766,1.87929,2.168964,2.317392,2.23839,1.908018,1.577646,1.062936,0.553014,0.1197,0,0,0,0,0
0,0,0,0,0,0,0.069426,0.411768,1.007874,1.491462,1.905624,2.180934,2.317392,2.235996,2.013354,1.60398,1.103634,0.543438,0.13167,0,0,0,0,0
0,0,0,0,0,0,0.08379,0.517104,1.007874,1.529766,1.87929,2.073204,2.192904,2.116296,2.025324,1.60398,1.103634,0.615258,0.146034,0,0,0,0,0
0,0,0,0,0,0,0.086184,0.536256,1.06533,1.54413,1.943928,2.1546,2.247966,2.171358,2.001384,1.58004,1.106028,0.548226,0.136458,0,0,0,0,0
0,0,0,0,0,0,0.088578,0.536256,0.854658,1.56807,1.977444,2.216844,2.2743,2.197692,1.977444,1.594404,1.156302,0.624834,0.150822,0,0,0,0,0
0,0,0,0,0,0,0.086184,0.53865,1.067724,1.56807,1.941534,2.097144,2.219238,2.14263,2.001384,1.594404,1.084482,0.553014,0.153216,0,0,0,0,0
0,0,0,0,0,0,0.086184,0.53865,1.04139,1.56807,1.90323,2.245572,2.350908,2.276694,1.989414,1.594404,1.146726,0.615258,0.153216,0,0,0,0,0
0,0,0,0,0,0,0.090972,0.541044,1.067724,1.56807,1.864926,2.21445,2.271906,2.195298,1.977444,1.54413,1.158696,0.627228,0.15561,0,0,0,0,0
0,0,0,0,0,0,0.093366,0.541044,1.050966,1.474704,1.96308,2.243178,2.295846,2.219238,2.032506,1.644678,1.103634,0.63441,0.158004,0,0,0,0,0
0,0,0,0,0,0,0.090972,0.330372,1.067724,1.54413,1.848168,2.243178,2.243178,2.16657,1.989414,1.647072,1.16109,0.63441,0.160398,0,0,0,0,0
0,0,0,0,0,0,0.09576,0.495558,0.636804,1.505826,1.972656,2.240784,2.34612,2.2743,2.032506,1.649466,1.163484,0.636804,0.162792,0,0,0,0,0
0,0,0,0,0,0,0.09576,0.543438,1.067724,1.565676,1.972656,2.240784,2.343726,2.271906,2.032506,1.649466,1.165878,0.639198,0.165186,0,0,0,0,0
0,0,0,0,0,0,0.09576,0.543438,1.067724,1.565676,1.970262,2.207268,2.319786,2.271906,2.032506,1.649466,1.165878,0.641592,0.16758,0,0,0,0,0
0,0,0,0,0,0,0.088578,0.440496,0.964782,1.553706,1.884078,2.168964,2.341332,2.271906,2.032506,1.589616,1.14912,0.63441,0.122094,0,0,0,0,0
0,0,0,0,0,0,0.081396,0.545832,1.067724,1.503432,1.967868,2.1546,2.264724,2.209662,2.003778,1.61595,1.163484,0.624834,0.172368,0,0,0,0,0
0,0,0,0,0,0,0.098154,0.474012,0.976752,1.513008,1.919988,2.140236,2.326968,2.252754,2.015748,1.63989,1.165878,0.648774,0.174762,0,0,0,0,0
0,0,0,0,0,0,0.098154,0.545832,1.050966,1.46034,1.814652,2.152206,2.338938,2.26233,2.027718,1.654254,1.168272,0.641592,0.177156,0,0,0,0,0
0,0,0,0,0,0,0.076608,0.268128,0.703836,0.89775,0.684684,0.462042,0.421344,0.409374,0.711018,1.479492,1.072512,0.593712,0.158004,0,0,0,0,0
0,0,0,0,0,0,0.057456,0.349524,0.603288,1.273608,1.534554,1.584828,2.018142,1.958292,1.908018,1.536948,1.062936,0.596106,0.150822,0,0,0,0,0
0,0,0,0,0,0,0.08379,0.433314,0.833112,0.720594,1.776348,1.931958,2.185722,2.121084,1.72368,1.539342,1.05336,0.497952,0.136458,0,0,0,0,0
0,0,0,0,0,0,0.062244,0.44289,0.63441,1.180242,1.158696,1.055754,1.618344,1.572858,1.697346,1.14912,0.866628,0.591318,0.138852,0,0,0,0,0
0,0,0,0,0,0,0.057456,0.497952,0.902538,1.453158,1.503432,1.350216,2.116296,2.054052,1.802682,1.551312,1.048572,0.505134,0.045486,0,0,0,0,0
0,0,0,0,0,0,0.038304,0.141246,0.61047,0.892962,1.529766,1.958292,2.233602,2.168964,1.941534,1.575252,1.11321,0.57456,0.090972,0,0,0,0,0
0,0,0,0,0,0,0.050274,0.327978,0.699048,1.44837,1.862532,2.125872,2.233602,2.168964,1.941534,1.577646,1.115604,0.241794,0.038304,0,0,0,0,0
0,0,0,0,0,0,0.074214,0.41895,0.967176,1.343034,1.860138,2.125872,2.231208,2.168964,1.941534,1.56807,1.115604,0.620046,0.13167,0,0,0,0,0
0,0,0,0,0,0,0.055062,0.356706,0.943236,1.465128,1.608768,1.493856,1.517796,1.474704,1.81944,1.577646,1.098846,0.28728,0.126882,0,0,0,0,0
0,0,0,0,0,0,0.05985,0.49077,0.952812,1.055754,1.620738,1.01745,2.1546,2.09475,1.742832,1.539342,0.988722,0.272916,0.050274,0,0,0,0,0
0,0,0,0,0,0,0.055062,0.150822,0.45486,0.533862,0.883386,1.721286,1.704528,1.656648,1.730862,1.563282,1.094058,0.624834,0.177156,0,0,0,0,0
